id,model_no,description
1148,PC-500E,"Model PC-500E is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 30 LPM and the maximum head is 90.0 meters (295 feet). The rated head is 50.0 meters at a rated flow of 11.0 LPM. More details: https://www.hungpump.com/pc"
1149,SC-30,"Model SC-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of nan mm (nan), and can handle solids up to nan mm. The maximum flow is nan LPM and the maximum head is nan meters (- feet). The rated head is nan meters at a rated flow of nan LPM. More details: https://www.hungpump.com/sc"
1150,SC-50,"Model SC-50 is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of nan mm (nan), and can handle solids up to nan mm. The maximum flow is nan LPM and the maximum head is nan meters (- feet). The rated head is nan meters at a rated flow of nan LPM. More details: https://www.hungpump.com/sc"
1151,SC-75,"Model SC-75 is a 5.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of nan mm (nan), and can handle solids up to nan mm. The maximum flow is nan LPM and the maximum head is nan meters (- feet). The rated head is nan meters at a rated flow of nan LPM. More details: https://www.hungpump.com/sc"
1152,SMC-05,"Model SMC-05 is a 0.37kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of nan mm (nan), and can handle solids up to nan mm. The maximum flow is nan LPM and the maximum head is nan meters (- feet). The rated head is nan meters at a rated flow of nan LPM. More details: https://www.hungpump.com/smc"
1153,SMC-10,"Model SMC-10 is a 0.75kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of nan mm (nan), and can handle solids up to nan mm. The maximum flow is nan LPM and the maximum head is nan meters (- feet). The rated head is nan meters at a rated flow of nan LPM. More details: https://www.hungpump.com/smc"
1154,SMC-20,"Model SMC-20 is a 1.5 pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of nan mm (nan), and can handle solids up to nan mm. The maximum flow is nan LPM and the maximum head is nan meters (- feet). The rated head is nan meters at a rated flow of nan LPM. More details: https://www.hungpump.com/smc"
1155,SMP-10,"Model SMP-10 is a 750W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 14.0 meters (46 feet). The rated head is 9.0 meters at a rated flow of 175.0 LPM. More details: https://www.hungpump.com/smp"
1156,SMP-10,"Model SMP-10 is a 750W pump operating at 50Hz, 3-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 14.0 meters (46 feet). The rated head is 9.0 meters at a rated flow of 175.0 LPM. More details: https://www.hungpump.com/smp"
1157,SMP-20,"Model SMP-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 460 LPM and the maximum head is 16.0 meters (52 feet). The rated head is 9.0 meters at a rated flow of 350.0 LPM. More details: https://www.hungpump.com/smp"
1158,SMP-20,"Model SMP-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 460 LPM and the maximum head is 16.0 meters (52 feet). The rated head is 9.0 meters at a rated flow of 350.0 LPM. More details: https://www.hungpump.com/smp"
1159,SMP-30,"Model SMP-30 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 520 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 12.0 meters at a rated flow of 395.0 LPM. More details: https://www.hungpump.com/smp"
1160,SMP-30,"Model SMP-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 520 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 12.0 meters at a rated flow of 395.0 LPM. More details: https://www.hungpump.com/smp"
1161,SMP-30,"Model SMP-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 520 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 12.0 meters at a rated flow of 395.0 LPM. More details: https://www.hungpump.com/smp"
1162,SPA-07,"Model SPA-07 is a 550W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 2.0 mm. The maximum flow is 270 LPM and the maximum head is 10.0 meters (33 feet). The rated head is 6.0 meters at a rated flow of 165.0 LPM. More details: https://www.hungpump.com/spa"
1163,SPA-10,"Model SPA-10 is a 750W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 320 LPM and the maximum head is 13.5 meters (44 feet). The rated head is 8.0 meters at a rated flow of 190.0 LPM. More details: https://www.hungpump.com/spa"
1164,SPA-150B,"Model SPA-150B is a 750W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 350 LPM and the maximum head is 15.5 meters (51 feet). The rated head is 10.0 meters at a rated flow of 145.0 LPM. More details: https://www.hungpump.com/spa"
1165,SPA-20,"Model SPA-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 620 LPM and the maximum head is 14.0 meters (46 feet). The rated head is 8.0 meters at a rated flow of 350.0 LPM. More details: https://www.hungpump.com/spa"
1166,SPA-20,"Model SPA-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 620 LPM and the maximum head is 14.0 meters (46 feet). The rated head is 8.0 meters at a rated flow of 350.0 LPM. More details: https://www.hungpump.com/spa"
1167,SPA-30,"Model SPA-30 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 730 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 515.0 LPM. More details: https://www.hungpump.com/spa"
1168,SPA-30,"Model SPA-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 730 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 515.0 LPM. More details: https://www.hungpump.com/spa"
1169,SPA-30T,"Model SPA-30T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 730 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 515.0 LPM. More details: https://www.hungpump.com/spa"
1170,SW-120,"Model SW-120 is a 1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 140 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 15.0 meters at a rated flow of 125.0 LPM. More details: https://www.hungpump.com/sw"
1171,SW-120S,"Model SW-120S is a 1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 140 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 20.0 meters at a rated flow of 110.0 LPM. More details: https://www.hungpump.com/sw"
1172,SW-120ST,"Model SW-120ST is a 1kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 140 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 20.0 meters at a rated flow of 110.0 LPM. More details: https://www.hungpump.com/sw"
1173,SW-120T,"Model SW-120T is a 1kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 140 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 15.0 meters at a rated flow of 125.0 LPM. More details: https://www.hungpump.com/sw"
1174,SW-220,"Model SW-220 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 630 LPM and the maximum head is 24.0 meters (79 feet). The rated head is 15.0 meters at a rated flow of 410.0 LPM. More details: https://www.hungpump.com/sw"
1175,SW-220T,"Model SW-220T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 630 LPM and the maximum head is 24.0 meters (79 feet). The rated head is 15.0 meters at a rated flow of 410.0 LPM. More details: https://www.hungpump.com/sw"
1176,SW-250,"Model SW-250 is a 1.85kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 300 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 20.0 meters at a rated flow of 235.0 LPM. More details: https://www.hungpump.com/sw"
1177,SW-250,"Model SW-250 is a 1.85kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 300 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 20.0 meters at a rated flow of 235.0 LPM. More details: https://www.hungpump.com/sw"
1178,SW-250S,"Model SW-250S is a 1.85kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 300 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 25.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/sw"
1179,SW-250ST,"Model SW-250ST is a 1.85kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 300 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 25.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/sw"
1180,SW-320,"Model SW-320 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 650 LPM and the maximum head is 29.0 meters (95 feet). The rated head is 18.0 meters at a rated flow of 500.0 LPM. More details: https://www.hungpump.com/sw"
1181,SW-320T,"Model SW-320T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 650 LPM and the maximum head is 29.0 meters (95 feet). The rated head is 18.0 meters at a rated flow of 500.0 LPM. More details: https://www.hungpump.com/sw"
1182,SW-420,"Model SW-420 is a 3kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 680 LPM and the maximum head is 31.0 meters (102 feet). The rated head is 18.0 meters at a rated flow of 540.0 LPM. More details: https://www.hungpump.com/sw"
1183,SW-420T,"Model SW-420T is a 3kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 3.0 mm. The maximum flow is 680 LPM and the maximum head is 31.0 meters (102 feet). The rated head is 18.0 meters at a rated flow of 540.0 LPM. More details: https://www.hungpump.com/sw"
1184,SW-60,"Model SW-60 is a 400W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 120 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 10.0 meters at a rated flow of 85.0 LPM. More details: https://www.hungpump.com/sw"
1185,SW-60S,"Model SW-60S is a 400W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 120 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 15.0 meters at a rated flow of 35.0 LPM. More details: https://www.hungpump.com/sw"
1186,SW-60ST,"Model SW-60ST is a 400W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 120 LPM and the maximum head is 17.0 meters (56 feet). The rated head is 15.0 meters at a rated flow of 35.0 LPM. More details: https://www.hungpump.com/sw"
